student.label,game.score,coast,game.scheduled,percent.training.sessions.attended,overall.fitness.score,X..extra.strategy.sessions.attended,hours.of.sleep.the.night.before.game,early.bird.night.owl,previous.competitive.sports,X..meals.on.day.prior.to.game,university.year,game.number
755,0,west coast,noon,0,0.12,3,7,night owl,gymnastics,6,junior,6
756,9.58,west coast,noon,0.43,0.15,8,0,night owl,gymnastics,4,sophomore,6
757,19.42,west coast,noon,0.94,0.12,6,1,night owl,table tennis,4,junior,6
758,17.81,west coast,noon,0,0.78,9,9,night owl,curling,5,sophomore,6
759,0,west coast,noon,0.02,0,6,2,night owl,football,3,sophomore,6
760,84.53,west coast,noon,1,1,10,11,night owl,football,2,senior,6
761,45.26,west coast,evening,0,0.86,9,9,early bird,martial arts,3,junior,6
762,60.51,west coast,evening,1,0.24,10,7,night owl,gymnastics,1,junior,6
763,37.65,west coast,evening,0,0.99,4,3,night owl,curling,3,junior,6
764,38.26,west coast,evening,0.24,0.11,2,10,night owl,frisbee,4,frosh,6
765,7.24,west coast,evening,0.01,0.08,0,4,early bird,curling,5,sophomore,6
766,57.97,west coast,evening,0.47,1,2,10,night owl,football,2,senior,6
767,33.85,west coast,evening,0,0.75,5,2,night owl,curling,1,junior,6
768,43.37,west coast,evening,0.33,0.6,7,7,night owl,baseball,4,junior,6
769,40.29,west coast,evening,0.08,0,3,5,early bird,football,6,junior,6
770,42.81,west coast,evening,0.11,0.4,8,9,early bird,martial arts,2,senior,6
771,35.64,west coast,morning,0.99,0.06,7,5,night owl,martial arts,6,frosh,6
772,63.2,west coast,morning,0.78,1,8,0,night owl,table tennis,3,junior,6
773,69.65,west coast,morning,0.99,0.94,3,3,night owl,martial arts,3,junior,6
774,35.93,west coast,morning,0.16,1,2,6,night owl,martial arts,4,junior,6
775,0,west coast,morning,0.48,0,1,2,night owl,baseball,4,frosh,6
776,38.49,west coast,morning,0.33,0.53,0,5,night owl,frisbee,5,junior,6
777,35.93,west coast,morning,0.1,0,6,9,night owl,martial arts,3,sophomore,6
778,74.73,west coast,morning,1,0.98,2,4,night owl,frisbee,4,sophomore,6
779,50.93,west coast,morning,0.93,0.12,8,11,early bird,curling,2,sophomore,6
780,2.3,west coast,morning,0.17,0.35,2,0,night owl,curling,4,junior,6
781,36.1,west coast,evening,0.67,0.4,3,7,night owl,table tennis,4,junior,6
782,40.36,west coast,evening,0.82,0.43,0,6,night owl,frisbee,6,junior,6
783,23.88,west coast,evening,0.03,0.39,4,8,night owl,frisbee,3,sophomore,6
784,27.42,west coast,evening,0,0.06,5,1,night owl,martial arts,3,frosh,6
785,85.44,west coast,evening,0.98,1,4,8,night owl,martial arts,1,senior,6
786,6.46,west coast,evening,0.08,0.61,3,1,early bird,curling,3,frosh,6
787,26.88,west coast,evening,0.09,0.48,3,1,night owl,frisbee,5,junior,6
788,3.55,west coast,evening,0.07,0,5,1,night owl,football,4,frosh,6
789,20.59,west coast,evening,0.2,0.92,0,6,early bird,frisbee,3,senior,6
790,72.25,west coast,evening,1,0.94,6,4,night owl,frisbee,4,junior,6
791,79.24,west coast,noon,1,0.98,7,8,night owl,martial arts,3,junior,6
792,17.11,west coast,noon,0.44,0.45,2,4,night owl,curling,3,sophomore,6
793,29.15,west coast,noon,0,1,7,5,night owl,gymnastics,4,sophomore,6
794,76.61,west coast,noon,1,1,4,3,early bird,martial arts,2,junior,6
795,35.01,west coast,noon,0.84,0.27,1,6,night owl,curling,3,senior,6
796,44.69,west coast,noon,0.12,1,1,9,night owl,basketball,2,sophomore,6
797,61.84,west coast,noon,1,0.86,7,5,night owl,curling,4,sophomore,6
798,9.55,west coast,noon,0,0.15,4,8,night owl,gymnastics,5,sophomore,6
799,39.83,west coast,noon,0.19,0.97,8,4,night owl,table tennis,2,junior,6
800,46.66,west coast,noon,0.13,1,7,11,night owl,martial arts,4,sophomore,6
801,0,west coast,noon,0.4,0.06,3,2,night owl,football,5,sophomore,6
802,0,west coast,noon,0.08,0.08,4,3,night owl,table tennis,3,sophomore,6
803,45.29,west coast,noon,0.92,0,9,8,night owl,curling,6,sophomore,6
804,44.81,west coast,noon,0.84,0.36,8,6,night owl,football,3,senior,6
805,52.3,west coast,noon,1,0.89,0,1,night owl,basketball,4,junior,6
806,28.68,west coast,noon,0.1,1,3,9,night owl,baseball,3,senior,6
807,39.3,west coast,noon,0.4,0,8,9,night owl,gymnastics,4,frosh,6
808,14.91,west coast,noon,0.13,0.91,2,2,night owl,frisbee,3,junior,6
809,33.03,west coast,noon,0.93,0.34,0,1,night owl,curling,4,frosh,6
810,0,west coast,noon,0,0,1,9,early bird,football,6,sophomore,6
811,19.21,west coast,noon,0.7,0,2,1,night owl,baseball,5,frosh,6
812,68.75,west coast,noon,1,1,9,12,night owl,table tennis,4,sophomore,6
813,34.51,west coast,noon,0.92,0.56,4,8,night owl,curling,5,senior,6
814,43.34,west coast,noon,0.94,0.92,1,9,night owl,football,4,frosh,6
815,0,west coast,noon,0,0,3,6,night owl,baseball,4,sophomore,6
816,41.47,west coast,noon,0.64,0.53,10,7,night owl,curling,3,junior,6
817,13.14,west coast,noon,1,0.12,4,0,night owl,table tennis,6,sophomore,6
818,2.73,west coast,noon,0,0.45,3,7,night owl,baseball,5,frosh,6
819,0,west coast,noon,0.27,0,2,9,night owl,table tennis,5,sophomore,6
820,1.56,west coast,noon,0.04,0.84,7,3,night owl,curling,7,frosh,6
821,29.76,west coast,noon,0.15,0.98,7,8,night owl,table tennis,3,sophomore,6
822,40.78,west coast,noon,1,0.12,8,8,night owl,table tennis,3,frosh,6
823,52.61,west coast,noon,1,0.39,8,12,night owl,baseball,3,senior,6
824,69.11,west coast,noon,0.84,1,2,11,night owl,martial arts,6,sophomore,6
825,26.32,west coast,noon,0.67,0,10,2,night owl,gymnastics,3,sophomore,6
826,22.07,west coast,noon,0,0.68,8,7,night owl,baseball,3,sophomore,6
827,8.77,west coast,noon,0.03,0.05,6,1,night owl,baseball,5,frosh,6
828,71.64,west coast,noon,1,0.97,6,5,night owl,martial arts,5,junior,6
829,17.36,west coast,noon,0.21,0.01,4,9,night owl,football,5,sophomore,6
830,38.01,west coast,noon,0.73,0,3,10,night owl,curling,3,junior,6
831,18.47,west coast,noon,0,0.17,7,10,night owl,table tennis,4,sophomore,6
832,15.84,west coast,noon,0.93,0.13,2,3,night owl,baseball,5,frosh,6
833,74.22,west coast,noon,0.96,1,8,5,early bird,curling,1,senior,6
834,40.71,west coast,noon,0.97,0.61,4,7,night owl,basketball,6,sophomore,6
835,51.03,west coast,noon,0.97,0.81,0,4,night owl,martial arts,4,junior,6
836,68.35,west coast,noon,1,1,9,1,night owl,curling,8,frosh,6
837,36.82,west coast,noon,0.79,0.49,1,4,night owl,frisbee,4,junior,6
838,17.13,west coast,noon,0.4,0.4,6,0,night owl,basketball,3,sophomore,6
839,41.07,west coast,noon,1,0.47,10,2,night owl,table tennis,4,frosh,6
840,19.94,west coast,noon,0.95,0.05,6,3,night owl,baseball,3,sophomore,6
841,63.01,west coast,evening,0.91,0.92,6,4,night owl,table tennis,5,senior,6
842,72.82,west coast,evening,0.63,1,9,9,night owl,curling,5,senior,6
843,18.71,west coast,evening,0.06,0.18,0,1,night owl,frisbee,1,junior,6
844,64.66,west coast,evening,1,0.97,6,1,night owl,baseball,5,junior,6
845,40.14,west coast,evening,0.27,0.88,7,1,night owl,frisbee,2,sophomore,6
846,50.59,west coast,evening,1,0.56,1,5,night owl,basketball,4,sophomore,6
847,43.43,west coast,evening,0.86,0.7,7,12,night owl,curling,7,sophomore,6
848,60.09,west coast,evening,0.76,0.97,2,2,night owl,curling,5,junior,6
849,61,west coast,evening,0.71,0.93,0,7,night owl,basketball,3,junior,6
850,41.79,west coast,evening,0.88,0.16,6,3,night owl,baseball,2,sophomore,6
851,25.78,west coast,noon,1,0.19,2,1,night owl,curling,3,junior,6
852,9.93,west coast,noon,0.15,0.95,2,0,early bird,basketball,3,junior,6
853,31.61,west coast,noon,0.14,1,5,12,night owl,martial arts,5,sophomore,6
854,26.03,west coast,noon,0,0.85,8,10,early bird,curling,1,senior,6
855,29.77,west coast,noon,0.55,0,8,12,night owl,curling,1,senior,6
856,38.44,west coast,noon,0,0.81,9,11,night owl,frisbee,4,senior,6
857,31.36,west coast,noon,0.13,1,3,12,early bird,basketball,2,junior,6
858,25.36,west coast,noon,0.16,0.99,0,9,night owl,curling,4,junior,6
859,37.56,west coast,noon,0.9,0.07,0,0,night owl,frisbee,5,junior,6
860,49.4,west coast,noon,0,1,10,12,early bird,basketball,1,senior,6
861,15.95,west coast,noon,0.66,0,8,4,night owl,curling,3,junior,6
862,19.59,west coast,noon,0.78,0.21,4,1,early bird,martial arts,3,sophomore,6
863,6.72,west coast,noon,0.25,0.72,7,0,early bird,martial arts,5,frosh,6
864,69.9,west coast,noon,0.98,1,7,12,night owl,frisbee,4,junior,6
865,24.51,west coast,noon,0.87,0.09,9,10,night owl,baseball,6,sophomore,6
866,14.13,west coast,noon,0,0,7,11,night owl,baseball,3,junior,6
867,5.68,west coast,noon,1,0.18,2,0,early bird,curling,1,senior,6
868,69.21,west coast,noon,1,1,7,11,night owl,table tennis,3,junior,6
869,17.36,west coast,noon,1,0,6,12,early bird,table tennis,3,junior,6
870,7.2,west coast,noon,0,0.08,7,1,night owl,basketball,3,senior,6
871,44.48,west coast,evening,0.71,0.02,10,8,early bird,curling,3,senior,6
872,18.49,west coast,evening,0,0.86,2,9,night owl,gymnastics,6,junior,6
873,24.75,west coast,evening,1,0.14,6,0,early bird,curling,7,frosh,6
874,48.8,west coast,evening,0.53,0.07,8,5,night owl,football,3,sophomore,6
875,42.04,west coast,evening,0.52,0,6,10,night owl,martial arts,5,frosh,6
876,16.06,west coast,evening,0.21,0.1,9,4,early bird,football,4,sophomore,6
877,78.09,west coast,evening,0.77,0.94,10,3,night owl,martial arts,4,junior,6
878,69.62,west coast,evening,1,0.86,3,8,night owl,basketball,4,junior,6
879,32.09,west coast,evening,0.09,0.09,10,8,early bird,table tennis,3,sophomore,6
880,35.79,west coast,evening,0.06,1,4,3,early bird,martial arts,2,frosh,6
881,22.82,west coast,noon,0.53,0.06,5,0,night owl,baseball,4,junior,6
882,2.95,west coast,noon,0.23,0.7,0,10,night owl,martial arts,3,junior,6
883,31.7,west coast,noon,0.53,0.21,4,4,night owl,football,4,sophomore,6
884,16.2,west coast,noon,1,0,3,12,night owl,baseball,4,senior,6
885,19.36,west coast,noon,0.58,0.1,7,10,night owl,baseball,4,junior,6
886,66.04,west coast,noon,0.95,1,6,10,night owl,football,3,sophomore,6
887,43.59,west coast,noon,0.75,0.75,4,7,night owl,basketball,3,senior,6
888,72.24,west coast,noon,1,1,8,11,night owl,curling,4,senior,6
889,45.46,west coast,noon,0.34,1,7,5,night owl,frisbee,4,junior,6
890,4.62,west coast,noon,0.15,0.19,7,2,night owl,football,3,junior,6
891,40.44,west coast,noon,0.51,0.12,7,10,night owl,frisbee,1,junior,6
892,54.21,west coast,noon,0.86,0.81,5,4,early bird,baseball,3,junior,6
893,35.57,west coast,noon,0.22,0.46,5,1,night owl,table tennis,4,sophomore,6
894,14.74,west coast,noon,0,0.17,2,0,night owl,table tennis,3,sophomore,6
895,15.14,west coast,noon,0,0.3,0,10,early bird,baseball,2,junior,6
896,37.25,west coast,noon,0,0.08,0,0,night owl,martial arts,3,junior,6
897,21.05,west coast,noon,1,0.03,5,6,early bird,curling,5,sophomore,6
898,60.57,west coast,noon,0.65,0.96,8,8,night owl,football,5,junior,6
899,45.75,west coast,noon,0.73,0.82,6,11,night owl,table tennis,4,junior,6
900,43.78,west coast,noon,0.87,0.12,10,12,night owl,football,4,sophomore,6
901,47.01,west coast,evening,0.24,0.03,9,7,night owl,curling,3,junior,6
902,52.53,west coast,evening,0.64,0,10,5,night owl,table tennis,4,frosh,6
903,43.65,west coast,evening,0.54,0.14,8,2,night owl,curling,3,senior,6
904,13.06,west coast,evening,0,0.86,4,4,early bird,frisbee,3,junior,6
905,83.2,west coast,evening,1,1,6,12,night owl,frisbee,4,frosh,6
906,41.41,west coast,evening,0.91,0.2,2,10,early bird,gymnastics,3,senior,6
907,32.44,west coast,evening,0,0.17,9,6,early bird,gymnastics,3,senior,6
908,28.16,west coast,evening,0.63,0.19,6,4,night owl,football,6,junior,6
909,60.5,west coast,evening,0.75,0.85,8,8,night owl,gymnastics,6,sophomore,6
910,63.42,west coast,evening,0.89,0.86,4,6,night owl,table tennis,3,senior,6
911,37.65,west coast,noon,0.37,0,9,8,night owl,table tennis,3,senior,6
912,20.57,west coast,noon,0.07,0,3,8,early bird,baseball,3,junior,6
913,15.79,west coast,noon,0,0.03,4,5,early bird,martial arts,5,junior,6
914,72.66,west coast,noon,1,1,0,7,night owl,basketball,3,junior,6
915,50.35,west coast,noon,0.8,0.7,8,1,early bird,table tennis,3,senior,6
916,41.1,west coast,noon,0.12,0,3,4,night owl,table tennis,5,sophomore,6
917,53.83,west coast,noon,0.89,0.93,5,3,night owl,table tennis,4,junior,6
918,44.66,west coast,noon,1,0.21,9,10,night owl,table tennis,4,junior,6
919,50.62,west coast,noon,0.15,0.93,10,9,early bird,martial arts,2,senior,6
920,39.4,west coast,noon,0.19,0.99,7,1,night owl,table tennis,4,sophomore,6
921,33.86,west coast,noon,0,0.41,9,9,early bird,football,5,sophomore,6
922,30.13,west coast,noon,0.94,0,6,10,night owl,martial arts,4,sophomore,6
923,10.31,west coast,noon,0.77,0,3,1,night owl,curling,4,junior,6
924,33.77,west coast,noon,1,0,9,11,night owl,curling,6,junior,6
925,64.18,west coast,noon,1,1,3,4,night owl,table tennis,5,senior,6
926,68.97,west coast,noon,0.97,1,5,3,night owl,frisbee,4,sophomore,6
927,63.09,west coast,noon,0.96,0.88,10,5,early bird,table tennis,6,frosh,6
928,32.48,west coast,noon,0.94,0.51,1,0,night owl,curling,3,senior,6
929,14.31,west coast,noon,0.14,0.19,7,4,night owl,football,3,sophomore,6
930,9.41,west coast,noon,0.3,0,3,3,early bird,baseball,6,frosh,6
931,8.12,west coast,noon,0.5,0.25,0,8,night owl,table tennis,4,frosh,6
932,37.56,west coast,noon,0.87,0.68,7,11,night owl,curling,8,sophomore,6
933,50.31,west coast,noon,0.67,1,6,1,night owl,curling,3,junior,6
934,33.68,west coast,noon,1,0.23,8,2,night owl,curling,3,senior,6
935,41.73,west coast,noon,0,1,7,6,early bird,basketball,3,junior,6
936,0,west coast,noon,0,0.7,3,1,night owl,table tennis,7,sophomore,6
937,18.87,west coast,noon,0.18,0.27,2,5,night owl,football,3,sophomore,6
938,50.21,west coast,noon,0.99,0.75,7,7,night owl,curling,3,senior,6
939,13.38,west coast,noon,0.28,0.7,6,4,early bird,martial arts,5,frosh,6
940,4.53,west coast,noon,0.24,0.39,1,7,night owl,football,2,senior,6
941,50.19,west coast,noon,0.47,1,4,7,night owl,martial arts,2,senior,6
942,56.96,west coast,noon,1,0.67,9,6,early bird,table tennis,3,junior,6
943,39.06,west coast,noon,0.17,1,6,5,night owl,basketball,3,junior,6
944,30.19,west coast,noon,0.91,0.06,9,3,night owl,curling,7,frosh,6
945,30.79,west coast,noon,0.35,1,0,10,night owl,baseball,5,senior,6
946,70.96,west coast,noon,1,1,7,7,night owl,football,4,senior,6
947,71.49,west coast,noon,0.97,1,2,4,night owl,frisbee,3,senior,6
948,24.92,west coast,noon,0.71,0.01,8,3,night owl,football,6,frosh,6
949,27.52,west coast,noon,0.03,0,7,2,night owl,frisbee,2,sophomore,6
950,21.42,west coast,noon,0,0.73,10,6,early bird,baseball,5,junior,6
951,63.26,west coast,noon,1,1,3,4,night owl,curling,4,senior,6
952,12.87,west coast,noon,0,0,7,2,night owl,martial arts,3,senior,6
953,27.76,west coast,noon,0.64,0.23,9,12,early bird,curling,6,junior,6
954,19.92,west coast,noon,0.18,0.58,2,5,early bird,curling,1,senior,6
955,25.94,west coast,noon,0.78,0,5,2,night owl,gymnastics,3,senior,6
956,32.29,west coast,noon,0.36,0.67,4,3,night owl,curling,3,junior,6
957,31.86,west coast,noon,1,0.34,1,4,early bird,basketball,5,frosh,6
958,55.53,west coast,noon,0.76,0.91,4,11,night owl,frisbee,5,senior,6
959,31.6,west coast,noon,1,0,6,8,night owl,table tennis,3,senior,6
960,0,west coast,noon,0.08,0.04,2,11,night owl,curling,7,frosh,6
961,81.85,west coast,evening,0.85,1,7,5,night owl,football,4,junior,6
962,56.84,west coast,evening,1,0.25,10,8,night owl,table tennis,4,junior,6
963,45.26,west coast,evening,0.16,0.87,0,10,night owl,basketball,6,junior,6
964,50.98,west coast,evening,0,0,9,11,night owl,curling,4,sophomore,6
965,46.29,west coast,evening,0.49,0.21,6,3,night owl,martial arts,3,sophomore,6
966,30.02,west coast,evening,0.41,0.42,5,1,early bird,table tennis,3,sophomore,6
967,60.09,west coast,evening,0.42,0.94,5,5,night owl,basketball,3,sophomore,6
968,32.46,west coast,evening,0.28,0.58,1,5,early bird,martial arts,1,junior,6
969,60.79,west coast,evening,1,0.84,5,10,night owl,table tennis,5,junior,6
970,48.15,west coast,evening,0.18,0.89,3,4,night owl,frisbee,2,junior,6
971,83.64,west coast,noon,0.97,1,9,6,night owl,frisbee,3,senior,6
972,61.5,west coast,noon,0,0.76,0,11,night owl,table tennis,6,frosh,6
973,54.66,west coast,noon,0.71,0.72,7,8,night owl,martial arts,3,sophomore,6
974,17.38,west coast,noon,0,0.76,4,6,night owl,basketball,4,sophomore,6
975,53.13,west coast,noon,0.96,0.77,2,9,night owl,martial arts,6,junior,6
976,39.18,west coast,noon,0,0.98,8,10,night owl,football,5,senior,6
977,36.65,west coast,noon,0.53,0.38,1,8,night owl,frisbee,4,sophomore,6
978,33.08,west coast,noon,0.14,0.99,8,6,night owl,table tennis,5,sophomore,6
979,34.38,west coast,noon,0.09,1,4,11,night owl,football,3,senior,6
980,32.97,west coast,noon,0.08,0.03,10,11,early bird,baseball,3,sophomore,6
981,34.15,west coast,evening,0.58,0.19,3,10,night owl,gymnastics,5,sophomore,6
982,54.42,west coast,evening,1,0.11,7,9,night owl,table tennis,4,senior,6
983,19.95,west coast,evening,0.2,0.05,2,2,night owl,football,4,sophomore,6
984,54.94,west coast,evening,0,1,1,6,night owl,martial arts,2,sophomore,6
985,65.36,west coast,evening,0.88,0.44,8,10,night owl,table tennis,3,junior,6
986,52.32,west coast,evening,0,0.97,4,2,night owl,basketball,5,junior,6
987,45.32,west coast,evening,0.1,1,3,6,night owl,table tennis,4,sophomore,6
988,69.67,west coast,evening,1,0.55,8,12,night owl,curling,3,junior,6
989,65.87,west coast,evening,0.68,0.08,10,5,night owl,martial arts,4,sophomore,6
990,54.69,west coast,evening,1,0.32,9,8,early bird,table tennis,3,senior,6
991,28.2,west coast,noon,0,0.74,1,5,night owl,frisbee,2,sophomore,6
992,37.2,west coast,noon,0.1,0.99,8,12,night owl,baseball,4,junior,6
993,25.92,west coast,noon,0.85,0.07,9,0,night owl,table tennis,2,junior,6
994,31.64,west coast,noon,0.99,0.24,6,0,night owl,basketball,3,sophomore,6
995,60.79,west coast,noon,0.98,0.67,9,4,early bird,basketball,3,sophomore,6
996,16.97,west coast,noon,0,0.32,4,10,night owl,martial arts,3,junior,6
997,21.44,west coast,noon,0,0.88,6,6,night owl,martial arts,3,sophomore,6
998,78.03,west coast,noon,0.75,1,9,9,night owl,basketball,3,senior,6
999,23.33,west coast,noon,0.24,0.08,10,12,night owl,table tennis,6,frosh,6
1000,41.02,west coast,noon,1,0.25,8,10,night owl,gymnastics,5,senior,6
1,40.25,west coast,noon,1,0.28,7,7,night owl,curling,4,frosh,7
2,20.23,west coast,noon,0.86,0,5,3,night owl,curling,3,senior,7
3,16.9,west coast,noon,0.41,0,3,4,night owl,gymnastics,5,sophomore,7
4,29.31,west coast,noon,0.2,1,2,7,night owl,baseball,6,sophomore,7
5,75.03,west coast,noon,0.88,1,10,1,night owl,martial arts,4,junior,7
6,45.19,west coast,noon,0.89,0.28,4,7,night owl,martial arts,6,sophomore,7
7,27.41,west coast,noon,1,0,7,2,night owl,gymnastics,3,sophomore,7
8,34.41,west coast,noon,0.22,0.91,7,11,night owl,frisbee,1,junior,7
9,8.8,west coast,noon,0,0.08,5,7,night owl,table tennis,4,junior,7
10,26.98,west coast,noon,0,0,7,5,night owl,basketball,3,frosh,7
11,45.4,west coast,evening,0,0.69,8,12,night owl,martial arts,2,senior,7
12,63.16,west coast,evening,1,1,3,1,early bird,curling,5,sophomore,7
13,57.04,west coast,evening,1,0.19,8,11,night owl,basketball,3,frosh,7
14,32.81,west coast,evening,0.65,0.01,8,5,night owl,gymnastics,4,sophomore,7
15,73.11,west coast,evening,1,0.77,10,11,night owl,table tennis,5,frosh,7
16,19.04,west coast,evening,0.13,0,5,1,night owl,football,3,frosh,7
17,49.35,west coast,evening,1,0.85,7,0,early bird,curling,5,sophomore,7
18,37.34,west coast,evening,0.17,0.97,2,0,night owl,table tennis,4,junior,7
19,45.37,west coast,evening,0.12,0,7,7,night owl,martial arts,2,junior,7
20,25.87,west coast,evening,0.22,0,1,9,night owl,martial arts,3,sophomore,7
21,26.16,west coast,noon,0.02,1,5,7,night owl,curling,2,sophomore,7
22,42.44,west coast,noon,1,0.1,10,11,early bird,baseball,6,frosh,7
23,50,west coast,noon,0.5,1,0,2,night owl,martial arts,2,junior,7
24,25,west coast,noon,0.26,0,6,1,night owl,gymnastics,5,junior,7
25,71.48,west coast,noon,1,1,8,12,night owl,football,5,junior,7
26,32.02,west coast,noon,0.74,0.58,0,0,night owl,martial arts,3,sophomore,7
27,45.18,west coast,noon,0.84,0.02,9,1,night owl,martial arts,2,junior,7
28,52.1,west coast,noon,1,0.42,8,12,early bird,table tennis,4,senior,7
29,30.57,west coast,noon,1,0.27,4,11,night owl,baseball,3,junior,7
30,18.72,west coast,noon,0.06,0,5,10,night owl,football,2,junior,7
31,36.66,west coast,morning,0.72,0.82,5,10,night owl,curling,4,senior,7
32,28.67,west coast,morning,1,0.17,7,9,night owl,football,5,sophomore,7
33,61.58,west coast,morning,0.71,1,8,7,night owl,football,5,junior,7
34,53.78,west coast,morning,0.98,0.76,8,1,night owl,football,3,junior,7
35,24.08,west coast,morning,0,0.98,1,0,night owl,martial arts,4,frosh,7
36,78.06,west coast,morning,1,1,4,10,early bird,table tennis,5,junior,7
37,37.81,west coast,morning,1,0.55,5,8,night owl,football,3,junior,7
38,42.36,west coast,morning,0,1,8,4,early bird,martial arts,5,frosh,7
39,47.35,west coast,morning,0.95,0.55,6,12,night owl,martial arts,2,senior,7
40,38.07,west coast,morning,1,0.42,1,7,night owl,martial arts,4,sophomore,7
41,31.99,west coast,noon,0.97,0,2,9,early bird,martial arts,6,sophomore,7
42,22.9,west coast,noon,0,0.86,4,4,night owl,curling,5,sophomore,7
43,49.57,west coast,noon,0.92,0.41,8,5,night owl,basketball,4,sophomore,7
44,34.45,west coast,noon,0.84,0.4,5,3,night owl,frisbee,5,frosh,7
45,21.78,west coast,noon,0,0.34,2,12,night owl,frisbee,3,frosh,7
46,71.33,west coast,noon,0.92,1,7,9,night owl,football,3,senior,7
47,14.46,west coast,noon,0,0,2,12,night owl,gymnastics,6,junior,7
48,14.09,west coast,noon,0.01,0.81,9,1,early bird,table tennis,3,frosh,7
49,23.01,west coast,noon,0.38,0,0,12,night owl,baseball,3,senior,7
50,29.35,west coast,noon,0,0,3,3,night owl,baseball,5,frosh,7
51,19.99,west coast,noon,0,0.08,4,5,night owl,curling,2,frosh,7
52,57.25,west coast,noon,0.71,1,5,1,night owl,frisbee,4,junior,7
53,40.16,west coast,noon,0.32,0.92,7,11,night owl,table tennis,4,frosh,7
54,57.72,west coast,noon,1,0.61,9,9,night owl,table tennis,5,sophomore,7
55,23.75,west coast,noon,0,0.72,6,5,night owl,martial arts,5,sophomore,7
56,6.75,west coast,noon,0,0.11,0,0,night owl,football,6,sophomore,7
57,0,west coast,noon,0.31,0.71,3,0,night owl,football,6,junior,7
58,18.21,west coast,noon,0.16,0,6,5,night owl,football,3,frosh,7
59,62.46,west coast,noon,0.84,0.97,7,2,night owl,baseball,3,senior,7
60,4,west coast,noon,0,0.84,3,0,night owl,martial arts,3,senior,7
61,13.14,west coast,noon,0,0.44,4,6,early bird,frisbee,3,junior,7
62,25.63,west coast,noon,0,0.01,6,5,early bird,basketball,2,sophomore,7
63,8.13,west coast,noon,0,0.36,6,10,night owl,curling,3,junior,7
64,59.37,west coast,noon,0.9,0.67,9,10,night owl,martial arts,2,junior,7
65,0,west coast,noon,0.42,0.16,0,0,night owl,football,4,junior,7
66,40.42,west coast,noon,0.64,0.37,10,7,night owl,table tennis,1,junior,7
67,0,west coast,noon,0.01,0.86,1,0,night owl,football,6,frosh,7
68,13.45,west coast,noon,1,0,5,12,night owl,gymnastics,4,sophomore,7
69,68.6,west coast,noon,0.93,1,9,10,night owl,football,5,junior,7
70,25.19,west coast,noon,1,0.44,5,0,night owl,gymnastics,3,sophomore,7
71,26.14,west coast,noon,0,0,9,2,night owl,curling,1,junior,7
72,22.34,west coast,noon,0.03,0.03,7,2,early bird,curling,3,junior,7
73,21.75,west coast,noon,0,0.73,7,2,night owl,table tennis,4,sophomore,7
74,77.06,west coast,noon,1,1,10,12,early bird,football,5,sophomore,7
75,32,west coast,noon,0,0.34,4,0,night owl,football,5,sophomore,7
76,30.16,west coast,noon,0.9,0,6,2,night owl,baseball,4,sophomore,7
77,37.01,west coast,noon,1,0,7,8,night owl,baseball,2,senior,7
78,33.82,west coast,noon,1,0,4,1,night owl,curling,6,junior,7
79,21.9,west coast,noon,0.7,0,3,5,night owl,football,3,junior,7
80,22.95,west coast,noon,0.28,0,5,7,night owl,curling,5,frosh,7
81,63.97,west coast,noon,0.98,0.6,10,2,night owl,curling,3,senior,7
82,41.76,west coast,noon,0.86,0.04,4,7,night owl,martial arts,4,sophomore,7
83,49.21,west coast,noon,0.45,1,6,4,night owl,martial arts,6,sophomore,7
84,43.11,west coast,noon,0.83,0.14,2,6,night owl,martial arts,4,sophomore,7
85,16.22,west coast,noon,0.02,0.1,8,8,night owl,curling,4,junior,7
86,46.93,west coast,noon,0.88,0.06,8,11,night owl,martial arts,3,sophomore,7
87,32.65,west coast,noon,0.99,0,5,10,night owl,baseball,4,junior,7
88,38.69,west coast,noon,1,0.43,2,5,night owl,football,3,senior,7
89,72.29,west coast,noon,0.93,0.91,9,6,night owl,basketball,3,sophomore,7
90,60.22,west coast,noon,0.92,0.38,9,10,night owl,frisbee,2,senior,7
91,24.71,west coast,noon,1,0.23,3,9,night owl,baseball,6,sophomore,7
92,72.18,west coast,noon,0.96,1,2,8,early bird,basketball,3,senior,7
93,15.73,west coast,noon,0.59,0.17,1,2,night owl,curling,6,frosh,7
94,38.54,west coast,noon,0.32,0.03,5,2,night owl,football,6,junior,7
95,29.44,west coast,noon,1,0.21,4,12,night owl,curling,3,junior,7
96,63.05,west coast,noon,1,0.87,6,2,night owl,martial arts,3,sophomore,7
97,23.85,west coast,noon,1,0,8,2,night owl,martial arts,4,frosh,7
98,61.5,west coast,noon,0.94,0.99,2,12,early bird,curling,4,junior,7
99,24.28,west coast,noon,0.08,0.39,10,12,night owl,table tennis,1,senior,7
100,68.22,west coast,noon,0.72,1,9,7,night owl,gymnastics,5,sophomore,7
101,18.27,west coast,noon,0.37,0,9,9,night owl,baseball,4,frosh,7
102,68.27,west coast,noon,1,0.87,8,5,night owl,martial arts,3,sophomore,7
103,41.42,west coast,noon,0.28,0.96,7,6,early bird,curling,4,junior,7
104,62.25,west coast,noon,1,0.79,9,7,night owl,table tennis,2,senior,7
105,33.68,west coast,noon,0.52,0,0,9,night owl,baseball,5,junior,7
106,34.21,west coast,noon,0.75,0.53,0,1,night owl,frisbee,3,junior,7
